rain_intensity,humidity,wind_speed,avgtemp_c,landslide_probability
56.18101782710438,68.68204092333492,36.49991554949852,25.953614209304348,0.5094239467749703
142.60714596148742,66.64560481157017,9.225599779935578,21.482311338354826,0.9472583289939384
109.79909127171076,58.807695625143005,17.331984718494308,34.11246312159852,0.8179968087417846
89.79877262955549,80.3633335050744,33.164031842890914,15.474461274605954,0.8410593742034892
23.40279606636548,73.83120802543144,24.104467226223996,24.696410399973516,0.20312721808148507
23.399178050430397,93.28504961620018,36.92855193174469,27.505250374755565,0.37123778746959346
8.71254182522992,51.60547902410291,48.060395061142984,30.639112233634542,0.10506930917835852
129.92642186624028,82.19339637775632,5.827334385759874,20.174275760700176,0.9415527344595205
90.16725176148132,88.14744392557806,35.478385819903046,27.173047691437038,0.876606644674958
106.21088666940682,87.97432845941535,11.517207781605727,17.580036784607067,0.8926413210925808
3.087674144370367,94.30369835477626,20.72383637037846,20.886902309045507,0.16343274518498874
145.48647782429916,86.45168714147471,1.6431362897569912,32.390678280084984,0.9691078096834745
124.86639612006326,96.39050308238481,6.795369114634947,33.74769023327386,0.953570499655165
31.850866601741423,66.63282999104457,15.988864452444984,27.970433673181617,0.19667556829747393
27.273745081065094,75.16047083757715,17.099290264399247,19.358797269404626,0.21211053675974756
27.51067647801507,50.70398316414453,44.97926082310479,30.501444749366602,0.18559842740570018
45.63633644393066,50.34787936516456,37.09064546332576,10.646677043135504,0.2844900446914462
78.71346474483568,62.00633102257599,48.60914840935205,12.568647763485526,0.7272890381703853
64.79175279631737,55.04035985695426,29.953575516762026,26.53434340938403,0.46057014697496035
43.684371029706284,63.01056839678768,12.085686604565899,17.281214381751436,0.2459010497702582
91.77793420835692,58.85216472641987,16.382751496082143,33.78465546001195,0.6822946756444102
20.924079097806274,51.42600124193241,15.991796164598354,20.90151530230762,0.09108811028290721
43.82169728028272,95.46520732030247,16.32471638316258,20.734120509729426,0.4858334022875666
54.95427649405376,50.41115656944458,33.648208655590786,26.95198775477328,0.3505710436022169
68.41049763255539,86.80410721685428,26.54039640452081,29.18921405765474,0.7050267455923335
117.77639420895204,57.60739434597583,19.271208904332216,21.888968453128413,0.861129347097523
29.95106732375396,95.61148109998,7.45448843643583,15.350022542793104,0.31334587299325317
77.13516576204174,94.63979697949429,1.1069581471072953,29.33271606814054,0.7204590334866744
88.86218532930637,82.69505731846286,10.94173387938463,18.00878187184069,0.7780215314133643
6.9675619079996585,83.61170749003026,5.373570198434063,14.37776923234644,0.10856582812448537
91.13172778521576,50.266957098484426,39.27225154261197,25.79100474812533,0.7188416079483976
25.57861855309373,99.2435783056801,5.624897890694269,12.26134167475876,0.2917189889563198
9.757738947791928,93.89163017879072,36.21141186534181,34.283816877151374,0.25564785604597495
142.33283058799998,94.7553112865046,19.28293448880413,25.809931610303423,0.9805760097645216
144.8448049611839,82.9622268525436,3.6689194871887985,34.647388023043895,0.9663019826582118
121.25960221746917,67.23934643272682,40.63650247157929,18.4723355869659,0.9358538069971228
45.6920653760056,94.68243245452405,28.981528511830668,34.28012902975995,0.5616315243475787
14.65081710095758,64.57584640755962,11.788075643178653,13.63905619321559,0.09613466532855496
102.63495397682354,78.13557716711014,44.7340587166334,11.017369308675711,0.9124678460791138
66.0228740609402,54.98654861719412,2.2629156935275727,10.824601511365064,0.3397899823505478
18.305735226716823,96.09778150663752,10.090980409888145,21.621759264980675,0.23451006879382963
74.27653651669053,57.038522888560664,37.60234639029305,12.07510493696487,0.6068914291862934
5.158278167282759,61.244840286520365,35.46889651549446,22.804197104190045,0.09561324537519794
136.39806031181732,77.90670790641074,14.463584686223902,18.187512587722512,0.9561607009888053
38.816997240002536,88.20465001064908,3.101243767639156,18.39072481185289,0.3231887889121054
99.37834265309729,80.96756529681494,42.90390361124719,25.890224913629247,0.9057010079329106
46.75666141341164,61.60669564000781,15.684881903495128,14.077450153790505,0.2753122356671348
78.01020317667162,50.04715212637451,9.785670746413262,29.163834258493274,0.4545101645044945
82.00654190149194,87.85752901537197,25.803091118048854,24.550772994465866,0.8072204303550541
27.728168328829057,99.26036629555469,45.51135996412236,32.873615721187775,0.49929123080030025
145.4376941646838,90.49565601530452,2.1773288921687675,19.121016344188085,0.9727725337687706
116.26992350416718,73.01033090783076,38.290204401544386,34.56787480167814,0.9313050347681283
140.92484123462836,95.18836306995533,28.623661396935447,24.39569116785058,0.983128562090768
134.22410256414733,70.49238365591751,21.272455827590846,34.33504890468835,0.9482986077309941
89.68499682166276,76.24670421217337,37.204022205253004,10.676516351177883,0.8346408094006359
138.2811352534675,73.85648836978416,48.29122122208162,28.1994080603097,0.9761716986629687
13.273875307787925,72.38119363327624,11.460310558134552,30.415538107318408,0.11220602978274719
29.39742936287178,88.75953846469528,7.182368253605981,11.32933216691219,0.26548163993705803
6.78409333658071,76.33844536347459,45.64408726113485,24.474241600406145,0.17863820039841963
48.79954961448965,65.8358561012608,33.44765387286518,30.04855733973621,0.40035425698271854
58.3015934534223,62.907908382923914,21.899301078098297,24.02596813057682,0.415150610540202
40.70235476608438,51.88736584837167,28.662978513214156,11.595339760136666,0.22408365603246297
124.3106263727894,79.1597580941523,37.2806952588122,27.336181022457787,0.9565960895134518
53.51299900403839,61.49807077005171,38.65159493528586,11.514922866832716,0.43991524970667906
42.14017645310712,57.406696100819154,45.99470904094823,30.436722375410962,0.3379824985693492
81.40441247373727,82.69149819138389,21.342139444781132,11.07585458266736,0.7620160227166874
21.138633746214396,84.06046289107744,14.67054550096975,13.43493452525927,0.20763673741573532
120.32954711310595,87.6077446128833,31.983213339492096,16.87768976308171,0.9561054687165264
11.182596551965624,75.17884481692957,20.78639496397652,25.83411980652,0.13220487028214423
148.03304049007758,94.70273026019433,29.729922697448895,34.40897749078265,0.9873454354747055
115.83671539449861,96.81713766991139,20.99928992279751,12.945571315498361,0.9506387556629479
29.80735223012586,90.36854698962446,7.649789333908724,13.56769173034796,0.2801629004581604
0.8283175685403599,81.77967410040935,23.47133758294792,19.22175991752451,0.11465494494365153
122.31921426822512,65.18604767955944,34.54589109705164,30.905478443883005,0.9268492006684381
106.02860157714257,99.14724608101106,39.964190383382494,21.680773818770355,0.9532402978183981
109.3510752061481,63.70680835959692,24.666313839827342,18.040265006395543,0.8555206370986448
115.69055200289186,60.13284609952155,8.261894510520046,24.03009580522153,0.8315770178281702
11.106697760113555,72.10770568932914,20.73438548247158,16.51307993614375,0.12155214415387403
53.76985928164089,52.84202853561942,39.31469644208491,20.028997681188024,0.38280699748026314
17.380358928769457,98.92472323358953,20.642963530853642,18.315128730801046,0.28410600571981565
129.46551388133904,79.42167782082124,34.82653968021111,30.103525560366148,0.9629524454532328
93.49471902413369,77.84760458320876,25.360684083904488,33.10639316095002,0.8295484720090485
49.634703727897374,82.78981399498599,12.061156255469834,28.989304803922796,0.4280787076859073
9.533752542903546,74.85118238886034,39.80752540115372,20.977089400749588,0.17122589504884583
46.64734825734933,51.60317585472708,4.210672703534351,22.608374437416593,0.18215760991766358
48.777498304012056,80.61556444201983,26.24451413775753,13.126842348235892,0.4736387529746581
109.44092675070961,85.80869384782153,10.444551712170247,28.671617778363444,0.8966726654585352
95.63362070328196,70.83745303120266,3.353281427068783,24.911891984876103,0.7344919835939044
133.08191138644898,87.86477860355964,25.146696854162442,32.56099990343591,0.9695915317383198
70.83223877429239,61.35006496692103,24.97810779674618,15.01527858937883,0.5432302071516452
17.939136890745257,61.063829553309205,35.34504508378604,28.993153048315303,0.14885387087590554
106.98671808344925,58.0708493843787,37.237534652595244,27.116791542979744,0.8540025342889243
114.11775729253462,68.59973798945809,36.38957443464484,16.646138345243806,0.9129734789506425
84.19157963542443,92.35060176945419,20.47793664583775,26.68446598852063,0.8245870737659663
115.64507699318415,91.39560310745321,31.584489361328128,33.10933451441624,0.9525452487869015
74.06933945465862,69.14121039817519,28.847262132198015,32.96089969167797,0.6488424925589714
78.40992440729912,79.45593679901182,21.07808780584598,27.990664362903534,0.7194301721311471
64.13115275378244,86.04081582374579,29.86063470929966,11.201827813351503,0.6778007623060254
3.8128690116142785,62.060338731401146,47.36239383531313,31.806608433004037,0.1152269814700622
16.183714048995668,58.40705429473735,9.644687184068868,26.4444651751135,0.08259907825938513
4.714377853010138,98.60479966061556,45.28860478927631,17.760856329568362,0.279386098230547
95.46156168956706,80.87786566048092,2.672775699159918,14.681259042642482,0.7855409792618374
47.153397161449,99.0707860916832,15.419460645083033,12.905096574932928,0.5415660181535277
