piezometer,extensometer,inclinometer,accelerometer,rain_gauge,landslide_probability
37454.01188473625,18.682040923334924,41.39969597819467,4.420626187909566,149.45602060220824,0.1925939639091504
95071.43064099162,16.645604811570163,-56.78784079223192,-1.30264148690582,47.40888758102901,0.30611838823680637
73199.39418114051,8.807695625143003,-27.60485501342049,14.863952795646107,63.179612486107985,0.3870924585556869
59865.84841970366,30.363333505074397,29.390514634407282,-8.992689568504378,90.33556409046089,0.38945618496658047
15601.864044243652,23.831208025431444,-3.2239179855936158,2.8114053119661016,101.82666718247418,0.05193946531497244
15599.452033620264,43.28504961620018,42.942786954280876,6.406720479687124,121.13090460527204,0.32806251090612215
5808.361216819946,1.6054790241029127,83.01742222011475,10.418063659052212,127.7300144817472,0.23837595317816487
86617.61457749351,32.193396377756315,-69.02159621126445,-2.9769270263037733,227.85817274376797,0.6979278775190842
60111.50117432088,38.14744392557806,37.72218895165096,5.981501045039408,254.78659541302062,0.5825457239070297
70807.25777960455,37.974328459415354,-48.538051986219386,-6.297552915702951,154.43960406317797,0.603170741725183
2058.4494295802447,44.30369835477626,-15.394189066637537,-2.064765044421751,453.6482099603641,0.3160679136863319
96990.98521619943,36.4516871414747,-84.08470935687484,12.660068198508775,276.5698616694773,0.9505098214615546
83244.26408004218,46.39050308238482,-65.5366711873142,14.397043498590538,393.73846401670335,0.9661526184215465
21233.911067827616,16.632829991044574,-32.440087971198054,7.0021551016724715,462.1189162104217,0.3857120506833468
18182.496720710064,25.160470837577154,-28.44255504816271,-4.020739495162079,81.5675572879026,0.10256796051491777
18340.45098534338,0.7039831641445338,71.92533896317724,10.24184927918925,213.93724185781727,0.29510644984340095
30424.224295953773,0.34787936516456064,43.52632366797272,-15.172253384786554,216.6052008573044,0.34357653151684014
52475.64316322379,12.006331022575994,84.9929342736674,-12.712130862738526,177.2361252191771,0.6718267524264228
43194.501864211576,5.040359856954263,17.83287186034329,5.163959564011556,4.45293327581997,0.05340824115903441
29122.91401980419,13.010568396787681,-46.49152822356277,-6.680045591358162,407.9860538890475,0.40202756596852746
61185.28947223795,8.85216472641987,-31.022094614104283,14.444358988815289,55.7796607769514,0.33088961316475907
13949.386065204184,1.426001241932412,-32.42953380744593,-2.0460604130462485,497.74029896087944,0.15491021636389005
29214.464853521815,45.46520732030247,-31.231021020614712,-2.260325747546336,386.4792459555908,0.4813531474029514
36636.18432936917,0.41115656944457624,31.133551160126814,5.6985443261098006,290.0050088032572,0.15621884592314897
45606.998421703596,36.80410721685427,5.545427056274917,8.562193993798068,77.30320887079873,0.24731631050014985
78517.59613930136,7.607394345975827,-20.623647944404027,-0.7821203799956322,257.69648569662354,0.17675372376925388
19967.378215835975,45.61148109998,-63.16384162883101,-9.151971145224827,130.55437042890443,0.5728923180055668
51423.44384136116,44.63979697949429,-86.01495067041374,8.745876567219891,126.16126227153474,0.7897441191921697
59241.45688620424,32.695057318462865,-50.60975803421533,-5.7487592040439175,414.7646246912427,0.7300637658236534
4645.041271999772,33.611707490030255,-70.65514728563737,-10.396455382596557,190.32221197971734,0.5170756767889829
60754.48519014384,0.26695709848442717,51.3801055534031,4.212486077600424,225.36190169540205,0.2306856819434689
17052.412368729154,49.2435783056801,-69.75036759350063,-13.105482656308787,421.48236889005915,0.8988866117126194
6505.159298527951,43.89163017879072,40.36108271523051,15.083285602753758,43.895312859421274,0.46099771947143425
94888.55372533333,44.7553112865046,-20.58143584030512,4.236712461188382,297.30892654552474,0.7035318863547366
96563.20330745593,32.962226852543594,-76.79188984612033,15.548656669496186,289.1078406865189,0.955051721162206
80839.7348116461,17.239346432726826,56.29140889768544,-5.1554104486836465,212.6072846333376,0.5130330960046242
30461.376917337067,44.68243245452404,14.333502642590403,15.078565158092733,414.88732071204646,0.7789257390142792
