piezometer,water_level,flow_rate,extensometer,inclinometer,accelerometer,rain_gauge,flash_flood_probability
374.54011884736246,5.604612277000477,729.9983109899704,31.94341396177148,-36.19583258320503,11.111570486285434,74.15552031175953,0.4594695109691257
950.7143064099162,4.993681443471049,184.51199559871156,23.018693431356237,-72.93280047082956,-0.17545460098014587,88.11018750963169,0.41259172248920883
731.9939418114051,2.6423086875429007,346.6396943698862,48.22847639071065,-67.25533950500113,-9.745100459770054,46.317987537900095,0.5867472034317716
598.6584841970366,9.109000051522319,663.2806368578182,11.027024704113485,-57.479196927434074,7.5725371715229635,28.91787316734076,0.4898187076492497
156.01864044243652,7.149362407629433,482.08934452447994,29.43403515834714,-53.342399814309296,-2.6022996581345375,31.88465743554615,0.4317022552020661
155.99452033620264,12.985514884860056,738.5710386348939,35.04047974801211,-46.39287434210207,3.028079470479909,69.69482583643939,0.6763445756513486
58.08361216819946,0.4816437072308738,961.2079012228597,41.295668018334545,-44.01719478657101,-12.567510714433958,56.75580339914962,0.655083735380231
866.1761457749352,9.658018913326895,116.54668771519749,20.407854418357555,-7.971057812243529,4.210687664511752,48.64941309772571,0.47307270366315696
601.1150117432088,11.444233177673416,709.567716398061,34.377403192108325,1.7231743486874223,-4.046384353756022,20.277407877617403,0.42076852253712144
708.0725777960455,11.392298537824605,230.34415563211454,15.22975342207571,-34.40174253725593,-5.305928009008177,87.54556874989034,0.654094808867991
20.584494295802447,13.291109506432877,414.47672740756923,21.830257008854833,73.31335558573107,15.357298520889639,78.1020447507406,0.7145675401190477
969.9098521619943,10.935506142442412,32.86272579513982,44.79179384704962,9.565150201011818,-2.1622194316720886,14.06386017392296,0.4681662369642735
832.4426408004217,13.917150924715445,135.90738229269894,47.50038970561462,51.74584704601321,5.697228099703494,36.73884546021367,0.7359384656975326
212.33911067827614,4.989848997313372,319.77728904889966,35.96898561167051,76.36280983575179,4.087281138362915,54.213209363889135,0.44282870287504866
181.82496720710063,7.548141251273146,341.98580528798493,18.780159349731633,-60.635679376355064,-12.662286371674956,45.4338622771532,0.2689922051582392
183.4045098534338,0.21119494924336013,899.5852164620958,41.020883719735735,-12.982592931185792,7.9336811860581165,39.77958387377384,0.34214566685875253
304.24224295953775,0.10436380954936819,741.8129092665151,1.390767378098467,-12.022127691370414,-5.6589054901255516,71.88318975605293,0.2834768158083999
524.7564316322379,3.6018993067727982,972.1829681870411,5.2270209359171105,-26.194994921096246,9.566065574295521,5.450350423783745,0.4158428020947095
431.94501864211577,1.512107957086279,599.0715103352405,33.10254944513052,-88.39694402070481,3.4445050436922386,47.14103391259419,0.36611212386967085
291.22914019804193,3.903170519036304,241.71373209131798,14.633303905975865,56.8749794000571,-5.853072321488334,26.218169038960138,0.2174228933087527
611.8528947223795,2.655649417925961,327.65502992164284,47.57417229818384,-69.9193221202975,-4.59862526940573,8.461838523475896,0.567943368180707
139.49386065204183,0.4278003725797236,319.8359232919671,21.859424543406007,89.18650762591659,7.408235829323541,46.48871580029655,0.15950694270276944
292.14464853521815,13.639562196090742,326.49432766325157,21.525304537419935,49.1325285440127,1.6018980839322197,17.136869107056874,0.3579769080275764
366.3618432936917,0.12334697083337287,672.9641731118156,33.93616755852747,14.40180316917261,5.3872333014820875,25.82242818902086,0.41498170699936
456.06998421703594,11.04123216505628,530.8079280904162,38.40167125907886,-62.17084480651246,-10.933813725593975,50.70087295100759,0.553762994007603
785.1759613930136,2.2822183037927477,385.4241780866443,23.83038103244431,2.7707348507844642,9.183253511309395,97.37089799328214,0.510089050014992
199.67378215835973,13.683444329994,149.0897687287166,10.778644995415034,-43.0004266455944,-5.74747779471889,68.42550068035558,0.38574291392255766
514.2344384136117,13.391939093848286,22.13916294214591,38.68810127200852,-44.58194558224749,3.835560549045546,27.962179815682475,0.508423581774372
592.4145688620424,9.80851719553886,218.8346775876926,16.085528616194015,59.315264888847366,-12.330245592255721,38.24060525753765,0.4026162192905486
46.45041271999772,10.083512247009077,107.47140396868127,8.838027387763495,-21.484003687301765,-5.714552282977056,40.613315232097726,0.09725420263334089
607.5448519014384,0.08008712954532815,785.4450308522394,31.618845477258162,-8.86971538965527,4.763753378132538,15.363762334437714,0.3577867361186627
170.52412368729154,14.77307349170403,112.49795781388539,4.613637982818484,61.73365280042128,-7.225403766711981,16.065418885968075,0.21380549493006631
65.05159298527951,13.167489053637215,724.2282373068361,48.57049848679414,-74.19768737060834,12.169990295994147,14.839472348736448,0.5972205499620581
948.8855372533333,13.42659338595138,385.65868977608267,31.656623494165633,17.03121355638892,5.159308782189452,52.16641377369169,0.4989087605298319
965.6320330745593,9.888668055763079,73.37838974377597,49.29618649399561,14.078822647146808,11.848908585497462,67.41860867397082,0.4828908035531371
808.3973481164611,5.171803929818048,812.7300494315858,17.01078183158394,-13.461377531998465,-3.347497527964137,59.07206846108266,0.6693585686419855
304.6137691733707,13.404729736357211,579.6305702366134,48.563137543400856,59.35943545633674,-14.9124754360104,97.77671854533484,0.7370113085618862
97.67211400638386,4.3727539222678855,235.76151286357305,7.363556161658316,79.72021104042469,2.4364788273632882,12.587457225765187,0.1024886880915766
684.2330265121569,8.440673150133042,894.6811743326679,2.1306691401167197,-6.239544855550065,-5.1458079127880865,98.64744063027551,0.5654973227804374
440.1524937396013,1.495964585158236,45.25831387055146,1.7459046166846677,-7.893530820288049,-1.6579719704846951,46.66739338878919,0.17202530173505756
122.03823484477883,13.829334451991253,201.8196081977629,23.297031492901432,0.3714713407340611,5.795526845527963,21.863278777713766,0.14740802665248642
495.17691011127016,2.1115568665682,752.0469278058611,4.2419094541818785,40.16232554995108,6.421269346267895,94.32808260057571,0.4999336763971457
34.388521115218396,3.3734520859561092,709.3779303098892,25.657177419963325,30.250852325813213,-15.118194724293907,46.86133101445926,0.5152913242659043
909.3204020787821,8.372012371923224,289.27169372447804,16.442275125094135,-49.889709142760324,8.617685530867632,34.73469552105204,0.4859732961854146
258.7799816000169,11.461395003194724,62.02487535278311,16.84788672445837,-78.49883725211821,-0.20739472140547477,21.38101038179566,0.3313672153745746
662.522284353982,9.290269589044485,858.0780722249439,31.816888927603973,80.86574336702208,1.8143607463855993,26.787545111580215,0.5638820389568178
311.71107608941094,3.4820086920023425,313.6976380699026,8.238590506965846,-43.00744324793323,-6.464186073924719,97.92195102272193,0.41264028065811864
520.0680211778108,0.014145637912355014,195.71341492826522,38.35101317995258,24.947403244306514,-2.533318847981409,30.39734399047743,0.2690505812864351
546.7102793432797,11.357258704611588,516.0618223609771,29.143342896953875,59.11884049387004,6.732004287338615,97.78059237596051,0.6068519172546601
184.85445552552704,14.778109888666405,910.2271992824474,45.7557369794908,-35.95018490150647,8.854841694216272,33.02149866120872,0.5549363244889631
969.5846277645586,12.148696804591356,43.546577843375346,18.305548622999417,24.37801445824718,-3.6126022026247036,23.141846558856194,0.6781606944415131
775.1328233611146,6.90309927234923,765.8040880308878,49.137478104149565,-70.57795659313952,6.115761044842564,18.33641829018473,0.6075224062081549
939.4989415641891,13.556508920986598,572.4732279387089,28.833799571029758,84.58765998761893,-7.742607945969983,41.1854505273997,0.7944370761023878
894.8273504276489,6.147715096775251,425.4491165518169,48.67275761375794,-79.53151049088734,10.624725285680487,23.68064485350272,0.6483703936212949
597.8999788110851,7.874011263652013,744.08044410506,1.450326636951055,-11.128558708624269,3.5140556450356897,69.69379638270532,0.22434167909344577
921.8742350231169,7.156946510935248,965.8244244416323,36.42601848837816,6.627463570804196,8.805968514140641,23.977173536397846,0.5951260671753684
88.4925020519195,6.714358089982874,229.20621116269103,40.84941406220754,52.28672015940552,-0.7310447258288839,83.53968449978692,0.26567089877960115
195.9828624191452,11.627861539408586,143.6473650721196,2.75334700515673,-68.19686692696418,-8.668502880577432,83.40112584881669,0.5394979657936249
